KO	X103post	X103pre	X104post	X104pre	X107post	X107pre	X109post	X109pre	X111post	X111pre	X116post	X116pre	X118post	X118pre	X119post	X119pre	X123post	X123pre	X124post	X124pre	X127post	X127pre	X130post	X130pre	X133post	X133pre	X138post	X138pre	X139post	X139pre	X140post	X140pre
K00344	3	0	4	4	1	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	3	0	1	2	10	0	0	0	0	0	0
K00346	1	0	13	9	7	5	6	3	3	2	0	6	8	4	5	2	4	0	0	0	12	11	5	6	0	0	4	2	2	2	6	6
K00347	3	0	15	10	8	5	6	3	4	2	0	6	8	4	5	2	4	0	0	0	13	11	5	7	0	0	4	2	6	3	7	7
K00348	9	1	33	20	18	14	12	7	8	7	1	13	19	9	11	6	8	0	3	0	28	40	12	13	0	2	12	5	6	6	17	19
K00349	1	0	14	10	7	5	6	3	3	2	0	6	8	4	5	2	4	0	0	0	12	11	5	6	0	0	4	2	3	2	7	6
K00350	5	0	18	12	10	8	8	5	4	4	0	8	13	7	8	4	6	0	3	1	14	12	7	7	0	2	7	3	3	2	9	9
K00351	1	0	13	9	7	5	6	3	3	2	0	6	8	4	5	2	4	0	0	0	12	11	5	6	0	0	4	2	2	2	6	6
K00354	5	0	14	8	7	4	8	3	4	2	1	5	8	4	4	2	4	1	2	2	8	6	4	7	3	6	4	2	5	2	6	5
K00355	8	0	6	2	1	0	1	0	2	1	1	2	1	6	2	3	1	0	0	0	1	2	1	2	1	4	1	1	4	1	2	1
K00356	4	0	3	1	1	2	3	1	2	2	0	0	0	0	0	0	1	0	1	0	2	3	1	1	0	0	2	1	1	1	3	4
K00362	1	0	3	5	3	2	6	3	1	1	5	1	6	2	1	0	1	6	0	0	2	11	1	3	6	6	1	1	2	1	2	2
K00363	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K00364	3	0	0	1	0	0	0	0	0	1	2	1	0	5	0	2	1	0	0	0	0	2	0	0	1	3	0	0	0	0	1	0
K00366	0	0	1	0	2	1	1	0	0	0	2	0	1	0	0	0	0	1	1	1	1	8	1	0	3	2	0	0	0	0	1	0
K00367	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K00368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K00370	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	5	0	0	0	0	1	0
K00371	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	5	0	0	0	0	1	0
K00372	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	10	0	0	1	2	0	0	1	0	0	1
K00373	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	5	0	0	0	0	1	0
K00374	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	5	0	0	0	0	1	0
K00375	19	0	28	21	13	15	14	8	10	9	6	9	21	10	8	5	6	14	8	5	10	44	10	13	6	8	9	4	9	3	12	15
K00380	6	0	1	2	0	0	0	0	0	1	3	0	0	10	0	5	3	0	0	0	0	2	0	0	1	4	0	0	0	0	0	1
K00381	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K00382	7	1	34	20	17	10	21	10	8	7	10	16	28	18	11	7	10	3	1	1	26	24	11	18	9	10	12	6	6	6	16	13
K00383	1	0	2	2	2	1	6	2	1	1	3	2	4	3	1	0	1	1	1	0	1	4	0	1	3	3	1	1	0	0	2	1
K00384	41	1	69	34	34	28	28	13	20	17	15	21	39	25	20	13	14	11	12	4	39	71	22	29	16	31	19	8	21	10	31	33
K00385	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	1	17	1	0	3	1	0	0	0	0	0	0
K00389	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K00390	1	0	0	1	0	1	0	0	0	1	0	1	0	2	1	1	3	4	0	0	1	2	0	0	0	3	0	1	0	0	1	1
K00392	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00394	4	0	3	1	2	1	1	0	2	0	2	0	1	0	0	0	0	1	1	0	1	0	1	2	3	2	0	0	4	1	2	2
K00395	4	0	3	1	2	1	1	0	2	0	2	0	1	0	0	0	0	1	1	0	1	0	1	2	3	2	0	0	4	1	2	2
K00399	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00400	4	0	5	3	4	2	4	2	3	2	0	1	1	0	0	0	1	0	2	0	3	12	2	2	1	1	2	1	2	1	3	4
K00401	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00402	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00405	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00406	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K00424	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K00425	4	0	13	12	8	5	6	4	3	3	1	7	8	9	5	5	6	0	0	0	13	14	5	6	1	6	4	2	3	3	7	6
K00426	4	0	13	12	8	5	6	4	3	3	1	7	8	9	5	5	6	0	0	0	13	14	5	6	1	6	4	2	3	3	7	6
K00427	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	5	0	0	0	0	0	0
K00428	3	0	2	2	0	0	12	4	1	1	1	2	2	6	1	3	2	0	0	0	1	3	0	0	1	3	1	0	0	0	0	1
K00432	1	0	27	20	22	11	9	4	6	4	0	9	11	6	8	3	4	0	1	2	26	24	9	13	1	3	7	3	4	4	11	10
K00433	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
K00436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00437	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K00440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00441	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K00442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00448	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00449	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00450	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K00455	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K00457	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00459	23	1	38	23	20	19	16	9	13	12	6	13	24	9	11	6	13	7	8	3	23	39	15	18	6	6	13	6	15	7	20	24
K00467	11	0	10	5	3	5	6	3	4	3	0	3	6	3	3	2	3	0	4	1	5	5	3	3	0	2	5	2	5	2	6	8
K00481	3	0	3	3	1	2	4	2	2	2	0	1	1	0	0	0	1	0	1	0	2	4	1	1	0	0	3	1	1	1	3	4
K00483	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K00484	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0
K00520	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
K00523	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K00525	11	1	42	24	20	16	14	6	9	7	3	17	17	15	14	9	9	1	3	1	33	38	13	12	3	12	12	6	6	6	19	19
K00526	7	1	22	13	9	9	8	4	4	4	2	8	8	5	7	3	3	1	2	0	15	24	6	4	2	11	6	3	3	3	9	10
K00528	18	1	45	25	25	19	20	10	14	11	6	16	24	12	13	6	11	7	6	1	32	40	15	18	8	12	16	7	12	8	23	25
K00529	4	0	15	9	10	5	6	2	4	1	5	5	6	3	4	2	1	3	1	0	13	12	4	6	6	5	3	1	6	3	8	7
K00532	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	8	0	0	0	0	0	0	0	0	1	0
K00533	15	0	19	9	15	10	14	5	9	6	4	7	13	4	4	2	4	11	5	2	8	25	7	11	6	5	6	2	10	3	11	12
K00537	3	0	3	4	3	1	7	4	1	2	7	1	6	7	1	3	2	2	0	0	2	16	2	3	6	11	1	1	2	1	2	2
K00547	11	0	14	7	9	8	8	3	5	5	5	3	8	4	4	2	3	7	5	3	5	7	4	4	6	6	5	2	3	2	7	9
K00548	26	2	63	37	35	28	31	15	18	15	9	23	36	22	20	12	15	9	8	3	46	51	21	25	10	12	21	9	15	11	31	34
K00549	11	0	20	8	3	3	8	2	7	5	6	3	2	6	1	2	2	2	4	2	2	6	3	7	8	15	2	1	6	2	4	4
K00554	17	1	33	17	17	13	14	6	10	9	5	11	15	13	9	7	9	6	5	3	18	28	10	12	5	11	9	4	9	5	14	16
K00555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00556	5	0	10	5	3	4	2	2	3	4	0	4	6	3	5	3	4	1	3	1	3	3	3	2	1	6	3	1	1	0	3	4
K00557	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	1	3	0	0	0	0	0	0
K00558	33	1	49	21	16	16	18	6	23	14	7	17	19	17	13	11	14	19	7	2	15	15	12	22	9	14	8	5	28	6	20	18
K00560	9	1	24	14	16	9	9	4	6	4	6	8	10	11	6	5	6	2	1	1	20	26	8	11	6	10	5	3	7	4	11	10
K00561	0	0	2	1	1	0	11	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K00563	10	1	12	7	3	6	7	3	6	5	3	4	6	3	4	2	3	1	4	1	5	8	4	3	2	4	6	2	3	2	7	9
K00564	3	0	3	1	1	0	1	0	0	1	1	1	0	2	1	1	2	0	0	0	1	3	1	1	2	7	1	1	0	0	1	1
K00566	27	2	62	37	33	27	31	15	18	15	8	25	36	26	20	14	17	7	8	3	46	59	21	25	6	10	21	10	14	10	31	34
K00567	20	1	27	17	14	12	16	6	8	7	8	12	11	18	8	9	9	6	5	2	18	27	9	8	7	11	9	4	9	4	15	15
K00568	0	0	0	2	1	1	0	0	0	2	0	2	0	1	2	1	5	0	0	0	1	2	1	1	0	3	1	1	1	0	2	1
K00571	21	1	33	16	23	18	26	13	14	14	5	14	32	13	9	7	10	6	7	3	14	20	12	18	5	8	15	7	6	5	20	23
K00573	1	0	1	1	1	1	0	0	0	2	0	1	0	1	2	1	5	0	0	0	1	10	1	1	0	3	1	1	0	0	2	2
K00574	0	0	2	2	2	1	1	0	1	1	3	0	0	0	0	0	0	2	1	1	1	2	0	1	4	4	0	0	1	0	1	0
K00575	3	0	6	3	4	1	2	0	3	2	0	1	1	0	1	0	0	0	1	0	2	11	2	4	0	3	0	0	4	1	1	1
K00577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00584	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K00588	1	0	14	10	8	5	6	3	3	3	0	6	8	4	5	2	4	0	0	1	12	18	6	7	1	1	4	2	2	2	7	6
K00590	9	1	9	4	3	6	6	3	4	4	0	3	6	3	3	2	3	0	3	0	5	6	3	2	0	2	6	2	2	2	6	9
K00595	12	1	25	14	14	11	11	4	7	5	3	8	9	5	7	4	4	2	4	2	16	15	8	8	3	3	7	3	8	4	12	14
K00598	8	0	5	4	2	4	3	2	1	2	2	2	6	8	3	4	2	1	2	0	3	3	2	1	1	5	2	1	1	0	2	4
K00600	14	0	28	15	16	11	11	5	8	7	5	10	15	13	9	7	7	6	4	2	17	24	9	12	7	11	7	3	7	3	12	12
K00602	18	1	45	25	24	18	20	9	13	10	7	16	23	17	13	8	11	6	7	4	30	37	15	18	6	11	13	6	11	7	20	21
K00603	1	0	12	8	6	4	6	3	2	2	0	6	6	3	5	2	4	0	1	0	12	10	4	6	0	0	4	2	2	2	6	6
K00604	17	1	31	17	16	13	14	6	10	8	5	11	15	13	9	7	9	6	5	2	18	27	10	12	5	11	9	4	9	5	14	16
K00605	4	0	12	9	7	5	6	3	3	3	2	6	8	9	5	5	6	0	0	0	13	11	4	6	1	3	4	2	2	2	7	6
K00606	6	0	16	11	13	6	8	3	5	3	3	7	9	9	5	5	6	2	1	1	14	21	6	9	4	5	4	2	6	3	9	8
K00609	27	2	44	23	19	19	21	10	16	14	7	14	22	16	12	9	12	7	8	3	23	34	13	15	7	16	15	7	12	7	21	26
K00610	16	1	28	16	16	12	15	7	9	7	2	9	15	8	8	4	5	2	4	1	19	28	9	11	5	11	10	4	9	5	14	17
K00611	26	1	28	13	16	15	16	7	11	10	7	8	14	13	7	7	7	7	8	3	11	16	9	9	8	15	10	4	9	4	14	18
K00615	34	2	77	47	47	33	28	11	25	17	12	23	30	21	20	13	16	13	11	7	50	81	26	30	12	19	20	9	25	12	36	36
K00616	9	0	23	14	16	8	10	4	7	4	5	8	10	6	7	3	7	3	2	1	16	40	8	12	7	13	5	3	11	4	11	10
K00620	17	1	17	7	9	8	8	3	7	6	6	5	8	9	4	5	4	6	4	1	6	7	5	6	7	9	5	2	6	2	8	10
K00625	17	1	28	16	17	12	19	7	8	6	9	9	15	13	8	6	6	4	5	2	19	36	9	10	9	15	9	4	9	5	14	15
K00626	11	0	14	13	9	8	9	4	5	5	4	3	7	3	4	2	3	2	5	3	7	21	5	5	6	13	5	2	6	2	9	9
K00627	9	1	18	11	7	5	6	3	6	5	8	8	9	18	7	10	8	5	1	0	13	12	5	7	4	5	5	3	2	2	7	6
K00631	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K00632	6	0	7	9	7	4	6	3	4	3	2	0	2	1	1	0	1	1	2	1	5	11	2	4	5	11	3	1	5	2	6	5
K00633	15	1	40	23	19	15	15	7	8	6	3	14	15	19	11	10	9	1	3	0	33	29	12	12	3	10	12	5	7	7	17	19
K00634	1	0	13	8	8	5	6	3	3	2	0	6	8	4	5	2	4	0	0	0	13	18	5	6	0	0	4	2	2	2	6	6
K00638	9	1	36	24	23	13	19	8	11	7	2	15	18	15	12	8	13	0	2	2	32	29	13	16	1	2	10	6	12	6	17	17
K00639	7	1	28	22	18	12	15	7	5	5	3	13	15	19	9	9	12	0	0	1	30	26	11	13	1	4	8	4	5	6	14	15
K00640	25	2	65	40	34	27	30	16	20	15	11	27	36	21	24	14	16	13	8	3	47	54	21	24	12	14	21	10	19	10	32	34
K00641	3	0	1	0	1	0	0	0	0	1	1	1	0	5	1	3	3	0	0	0	0	1	1	0	2	1	0	0	0	0	1	1
K00643	0	0	1	1	1	0	2	2	1	1	0	1	5	1	1	0	1	0	0	0	1	1	1	3	0	0	1	1	0	0	1	1
K00645	15	1	32	17	16	13	14	6	11	9	6	12	16	12	11	8	9	6	5	2	18	28	10	12	5	9	10	5	9	5	16	16
K00647	16	2	61	37	30	23	14	9	15	13	2	24	31	19	21	13	20	1	4	0	52	46	22	27	1	5	19	10	14	11	29	29
K00648	16	2	59	39	35	25	23	10	14	10	6	22	25	20	16	10	14	6	5	2	52	54	20	23	6	7	17	8	14	11	27	29
K00651	14	1	31	16	16	13	14	6	10	7	5	10	15	8	8	4	5	6	5	2	18	18	9	12	6	10	9	4	8	5	13	15
K00652	8	1	38	26	21	14	16	7	8	5	1	15	17	15	10	7	9	0	2	2	36	31	13	17	1	5	9	5	9	7	17	17
K00655	28	2	63	36	33	26	28	13	20	16	6	23	33	20	18	11	16	10	8	3	42	65	22	27	6	13	19	9	18	10	30	32
K00656	19	1	51	31	30	21	22	9	15	10	11	17	20	18	14	9	10	10	5	1	38	72	17	18	13	28	14	6	13	8	23	24
K00657	4	1	16	11	8	7	8	4	5	4	1	6	8	4	5	2	6	0	1	0	14	15	5	7	1	2	7	3	3	4	10	10
K00658	3	0	5	3	1	0	6	3	2	3	2	4	6	6	3	4	4	0	0	0	1	4	2	3	1	4	2	2	1	1	3	1
K00661	46	3	133	75	64	46	60	28	33	26	14	46	72	51	39	27	36	11	9	4	97	110	44	58	20	37	39	19	35	22	56	58
K00662	5	0	6	3	2	4	2	2	1	2	0	3	6	3	3	2	1	1	2	0	2	2	2	1	0	2	2	1	1	0	2	4
K00666	19	2	49	29	24	23	28	12	17	14	4	17	24	11	14	7	16	17	7	2	34	36	16	19	7	11	18	9	13	10	25	29
K00672	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K00673	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K00674	3	0	5	2	1	1	2	1	1	2	3	1	4	2	1	1	3	0	0	1	1	3	2	4	2	7	1	1	1	1	2	1
K00675	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K00677	7	1	42	26	25	15	17	7	8	7	2	17	18	18	13	9	10	0	2	3	37	41	14	16	1	8	11	5	6	7	18	16
K00681	1	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	3	0	0	0	0	0	0
K00684	4	0	11	8	6	4	0	0	2	1	1	5	2	7	3	4	2	0	0	0	11	10	3	3	1	3	3	1	2	2	5	5
K00687	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00688	29	2	62	39	37	29	23	11	19	13	9	20	26	21	16	11	14	12	8	2	47	62	21	23	9	18	18	8	19	11	29	34
K00689	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00690	5	0	4	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	2	1	4	0	0	3	1	1	1
K00691	0	0	1	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00693	1	0	12	8	7	5	6	3	3	2	0	6	8	4	5	2	4	0	0	0	12	10	4	6	0	0	4	2	2	2	6	6
K00694	3	0	1	3	0	0	0	0	0	1	2	1	0	5	0	2	1	0	0	0	1	2	0	0	1	3	0	0	0	0	1	0
K00697	1	0	11	8	6	4	1	1	2	2	0	4	7	3	3	1	2	0	0	0	12	10	4	5	0	3	3	1	2	2	5	4
K00700	27	2	50	27	26	22	25	11	17	13	9	16	27	18	13	9	13	13	8	2	29	37	17	21	12	17	16	7	16	8	23	27
K00702	15	0	19	10	14	10	10	4	10	7	0	5	9	4	4	2	3	8	4	1	7	9	6	10	0	2	5	2	9	3	8	10
K00703	14	1	34	19	22	15	16	7	14	9	7	11	18	7	9	4	7	9	5	2	20	37	11	15	10	10	9	4	13	5	16	17
K00705	43	2	58	28	31	26	29	13	21	16	13	17	31	20	16	12	16	11	11	2	29	48	19	22	16	24	19	9	24	10	30	35
K00709	0	0	1	0	0	0	1	1	0	1	0	0	5	1	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0
K00712	6	1	24	15	13	8	2	1	5	2	2	8	6	9	7	5	3	0	0	0	23	18	7	8	1	1	5	2	7	4	11	10
K00713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K00721	4	1	37	24	27	15	19	8	9	8	2	18	23	12	15	7	16	4	0	0	32	28	14	20	2	3	13	7	7	6	20	18
K00748	3	0	14	10	8	5	6	3	3	3	1	7	8	9	5	5	6	0	1	1	12	12	5	6	1	3	4	2	2	2	7	6
K00754	6	1	34	20	18	12	7	3	8	3	0	13	12	7	10	4	4	4	1	0	30	31	11	13	0	0	8	4	11	6	16	14
K00756	8	0	10	6	7	7	7	3	4	4	3	3	6	3	3	2	3	5	3	1	6	16	4	4	2	5	5	2	2	2	6	8
K00757	3	0	19	11	8	6	7	3	6	4	0	7	8	4	5	2	4	0	2	1	13	13	6	9	1	3	4	2	6	3	7	7
K00758	8	0	10	6	7	7	7	3	4	4	1	3	6	3	3	2	3	4	3	1	5	8	4	3	1	5	5	2	2	2	6	8
K00759	15	1	28	15	12	11	13	6	8	6	5	9	14	8	8	4	5	6	4	1	17	26	9	10	6	10	9	4	9	5	13	14
K00760	20	1	32	17	16	13	18	7	10	9	8	11	15	18	9	9	10	6	5	2	18	35	10	12	7	12	9	4	9	5	14	16
K00761	15	1	35	20	19	15	14	6	10	8	5	12	16	9	9	5	8	6	5	2	24	31	11	13	5	10	10	5	10	6	16	18
K00762	28	1	45	24	22	20	21	10	16	14	8	16	26	16	12	9	12	8	8	3	23	33	15	19	10	15	14	6	15	7	23	25
K00763	16	0	22	10	10	9	15	6	9	6	5	6	14	6	5	2	4	6	5	2	7	18	7	11	6	10	6	3	10	3	10	11
K00764	18	1	46	26	23	18	20	9	14	11	6	17	23	17	13	8	11	10	5	2	30	37	14	19	7	11	13	6	11	7	21	21
K00765	17	1	31	17	16	13	14	6	10	8	7	11	15	13	9	7	9	6	5	2	18	18	9	12	7	11	9	4	9	5	15	16
K00766	9	1	27	16	16	9	9	3	7	4	5	8	10	12	6	4	4	6	2	2	19	18	8	12	6	10	5	2	7	4	10	10
K00767	15	1	28	16	16	13	14	6	10	8	5	10	15	12	9	7	9	6	4	1	18	18	9	11	5	9	9	4	9	4	14	16
K00768	17	1	29	17	16	12	12	5	9	6	6	8	14	10	7	6	6	3	5	3	18	25	10	12	6	8	8	3	12	5	13	15
K00769	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K00772	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0
K00773	17	1	35	20	19	15	14	6	10	8	6	12	16	14	9	7	9	6	5	2	24	31	12	14	6	11	10	5	10	6	17	18
K00782	1	0	12	8	6	4	6	3	2	2	0	5	8	4	4	2	2	0	1	1	12	11	4	5	1	3	4	2	2	2	5	5
K00783	17	1	32	17	18	14	15	7	10	8	8	11	16	13	9	7	9	8	5	2	18	27	10	13	9	13	10	4	9	5	15	16
K00784	17	1	31	19	20	16	17	8	10	8	7	12	22	10	12	6	9	6	6	2	21	36	11	12	11	12	12	5	10	5	17	19
K00786	3	0	4	3	4	1	2	0	2	1	2	1	1	0	0	0	0	0	1	0	1	2	1	3	1	0	0	0	4	1	2	2
K00788	21	1	47	26	26	18	22	9	14	10	8	16	24	20	12	10	10	8	6	3	31	37	15	19	10	15	13	6	15	7	21	22
K00789	17	1	32	17	17	13	15	6	10	8	8	11	16	13	9	7	9	7	5	2	18	27	10	12	9	13	9	4	9	5	15	16
K00790	25	1	42	22	19	19	20	9	15	13	8	15	22	17	12	9	12	11	8	3	22	40	13	15	7	13	14	6	10	6	20	23
K00791	17	1	44	25	23	17	20	10	12	10	6	16	25	17	13	8	11	6	5	2	30	37	14	19	6	11	13	6	11	7	20	21
K00793	18	1	32	19	18	15	15	7	10	9	4	13	21	14	12	9	9	3	6	2	20	27	11	12	5	9	10	5	9	4	15	17
K00794	18	1	31	18	18	15	22	9	8	8	4	13	21	14	12	9	9	3	6	2	20	27	11	11	5	9	10	5	9	4	15	17
K00795	14	1	14	7	9	8	8	4	6	5	5	4	9	9	4	4	4	6	5	2	6	17	5	5	5	7	5	2	6	2	8	9
K00796	7	0	18	10	10	6	8	3	4	3	7	7	8	10	5	5	6	6	1	2	13	21	6	7	6	11	5	2	3	3	8	7
K00797	11	0	15	8	7	8	7	3	7	5	1	4	7	3	4	2	3	4	5	2	6	16	5	5	0	4	5	2	6	2	6	9
K00798	4	1	26	18	15	10	9	4	5	4	3	11	10	11	9	6	7	1	0	1	23	19	8	9	3	2	7	3	4	4	12	11
K00799	0	0	1	6	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	7	0	0	0	10	0	0	0	0	0	0
K00800	25	1	41	21	19	19	19	9	13	12	6	14	21	16	12	9	11	7	8	3	22	32	13	14	7	13	14	6	11	6	20	23
K00801	3	0	0	0	0	0	0	0	0	0	1	0	0	5	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K00803	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0
K00805	16	1	15	7	9	8	8	3	7	7	5	5	9	14	5	7	8	6	5	2	6	8	5	6	6	5	6	3	6	2	8	10
K00806	17	1	31	17	16	13	15	6	10	8	6	11	15	13	9	7	9	6	5	2	18	35	10	12	7	11	9	4	9	5	15	16
K00809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00812	30	1	58	28	34	21	28	12	17	13	13	18	31	25	15	12	12	9	7	5	34	48	17	25	15	22	15	7	15	8	24	25
K00813	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0
K00817	26	2	42	22	23	17	26	11	15	13	9	14	23	20	10	10	12	6	7	4	23	43	14	19	7	15	13	6	14	7	20	22
